	puuid_current_summoner	id_match	ts_fecha	assists	baronKills	bountyLevel	12AssistStreakCount	abilityUses	acesBefore15Minutes	alliedJungleMonsterKills	baronTakedowns	blastConeOppositeOpponentCount	bountyGold	buffsStolen	completeSupportQuestInTime	controlWardsPlaced	damagePerMinute	damageTakenOnTeamPercentage	dancedWithRiftHerald	deathsByEnemyChamps	dodgeSkillShotsSmallWindow	doubleAces	dragonTakedowns	earlyLaningPhaseGoldExpAdvantage	effectiveHealAndShielding	elderDragonKillsWithOpposingSoul	elderDragonMultikills	enemyChampionImmobilizations	enemyJungleMonsterKills	epicMonsterKillsNearEnemyJungler	epicMonsterKillsWithin30SecondsOfSpawn	epicMonsterSteals	epicMonsterStolenWithoutSmite	flawlessAces	fullTeamTakedown	gameLength	getTakedownsInAllLanesEarlyJungleAsLaner	goldPerMinute	hadAfkTeammate	hadOpenNexus	highestCrowdControlScore	immobilizeAndKillWithAlly	initialBuffCount	initialCrabCount	jungleCsBefore10Minutes	junglerTakedownsNearDamagedEpicMonster	kTurretsDestroyedBeforePlatesFall	kda	killAfterHiddenWithAlly	killParticipation	killedChampTookFullTeamDamageSurvived	killingSprees	killsNearEnemyTurret	killsOnOtherLanesEarlyJungleAsLaner	killsOnRecentlyHealedByAramPack	killsUnderOwnTurret	killsWithHelpFromEpicMonster	knockEnemyIntoTeamAndKill	landSkillShotsEarlyGame	laneMinionsFirst10Minutes	laningPhaseGoldExpAdvantage	legendaryCount	lostAnInhibitor	maxCsAdvantageOnLaneOpponent	maxKillDeficit	maxLevelLeadLaneOpponent	moreEnemyJungleThanOpponent	multiKillOneSpell	multiTurretRiftHeraldCount	multikills	multikillsAfterAggressiveFlash	mythicItemUsed	outerTurretExecutesBefore10Minutes	outnumberedKills	outnumberedNexusKill	perfectDragonSoulsTaken	perfectGame	pickKillWithAlly	poroExplosions	quickCleanse	quickFirstTurret	quickSoloKills	riftHeraldTakedowns	saveAllyFromDeath	scuttleCrabKills	skillshotsDodged	skillshotsHit	snowballsHit	soloBaronKills	soloKills	soloTurretsLategame	stealthWardsPlaced	survivedSingleDigitHpCount	survivedThreeImmobilizesInFight	takedownOnFirstTurret	takedowns	takedownsAfterGainingLevelAdvantage	takedownsBeforeJungleMinionSpawn	takedownsFirstXMinutes	takedownsInAlcove	takedownsInEnemyFountain	teamBaronKills	teamDamagePercentage	teamElderDragonKills	teamRiftHeraldKills	threeWardsOneSweeperCount	tookLargeDamageSurvived	turretPlatesTaken	turretTakedowns	turretsTakenWithRiftHerald	twentyMinionsIn3SecondsCount	unseenRecalls	visionScoreAdvantageLaneOpponent	visionScorePerMinute	wardTakedowns	wardTakedownsBefore20M	wardsGuarded	champExperience	champLevel	championId	championName	championTransform	consumablesPurchased	damageDealtToBuildings	damageDealtToObjectives	damageDealtToTurrets	damageSelfMitigated	deaths	detectorWardsPlaced	doubleKills	dragonKills	eligibleForProgression	firstBloodAssist	firstBloodKill	firstTowerAssist	firstTowerKill	gameEndedInEarlySurrender	gameEndedInSurrender	goldEarned	goldSpent	individualPosition	inhibitorKills	inhibitorTakedowns	inhibitorsLost	item0	item1	item2	item3	item4	item5	item6	itemsPurchased	kills	lane	largestCriticalStrike	largestKillingSpree	largestMultiKill	longestTimeSpentLiving	magicDamageDealt	magicDamageDealtToChampions	magicDamageTaken	neutralMinionsKilled	nexusKills	nexusLost	nexusTakedowns	objectivesStolen	objectivesStolenAssists	participantId	pentaKills	perks	physicalDamageDealt	physicalDamageDealtToChampions	physicalDamageTaken	profileIcon	puuid	quadraKills	riotIdName	riotIdTagline	role	sightWardsBoughtInGame	spell1Casts	spell2Casts	spell3Casts	spell4Casts	summoner1Casts	summoner1Id	summoner2Casts	summoner2Id	summonerId	summonerLevel	summonerName	teamEarlySurrendered	teamId	teamPosition	timeCCingOthers	timePlayed	totalDamageDealt	totalDamageDealtToChampions	totalDamageShieldedOnTeammates	totalDamageTaken	totalHeal	totalHealsOnTeammates	totalMinionsKilled	totalTimeCCDealt	totalTimeSpentDead	totalUnitsHealed	tripleKills	trueDamageDealt	trueDamageDealtToChampions	trueDamageTaken	turretKills	turretsLost	unrealKills	visionScore	visionWardsBoughtInGame	wardsKilled	wardsPlaced	win	controlWardTimeCoverageInRiverOrEnemyHalf	junglerKillsEarlyJungle	killsOnLanersEarlyJungleAsJungler	firstTurretKilledTime	earliestDragonTakedown	highestWardKills	fastestLegendary	highestChampionDamage	fasterSupportQuestCompletion	baronBuffGoldAdvantageOverThreshold	earliestBaron	mejaisFullStackInTime	shortestTimeToAceFromFirstTakedown	teleportTakedowns	earliestElderDragon	thirdInhibitorDestroyedTime	takedownsFirst25Minutes	pk_partida	jugador	rango	lps
2	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	Cabeza de Huevo_RexZeon_Sel9n_Sergio Rosique_danjuan rosê_jZtRaJames_spellbinderx3_taopao xi_Þeel for Me_Ρhαntom	1652561982029	8	0	1	0	596	0	20.000000089406967	1	0	750	0	0	2	577.0070715955316	0.14761806219755824	0	6	45	0	0	0.0	0.0	0	0	37	1.5	0	0	0	0	1	5	1914.9561531925892	0.0	436.44684036582487	0	0		11	0	1	4.0	0	0	2.6666666666666665	1	0.43243243243243246	1	2	0	0.0	0	1	0	6	0	76	0.0	0	1	12.0	7	1.0	-102.00000005960464	0	0	1	0	6693.0	0	0	0	0	0	12	0	0	0	0	0	0	1	52	9	0	0	0	0	4	0	4	0	16	0	0	2.0	0	0	1	0.13130116426964747	0	2	0	0	1	3	5	0	0	-0.2704334259033203	0.4374347875073871	1	1	0	16478	16	92	Riven	0	7	3322	5041	3322	26175	6	2	1	0	True	False	False	False	False	False	False	13929	12650	MIDDLE	0	0	1	6333	2421	6693	3158	3123	3074	3364	29	8	MIDDLE	0	3	2	545	173	33	8494	27	0	0	1	0	0	3	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 288, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 786, 'var2': 320, 'var3': 0}, {'perk': 9104, 'var1': 19, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 543, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8401, 'var1': 544, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1033, 'var2': 0, 'var3': 0}], 'style': 8400}]}	147853	16414	13131	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			SOLO	0	374	59	141	22	5	4	7	14	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	43	Cabeza de Huevo	False	100	MIDDLE	22	1914	165495	18415	0	23288	3527	0	183	97	216	1	0	17468	1968	1661	3	6	0	13	2	1	6	True	0.024811684315311954			772.7398983860759						1.0	1825.8609778582004		14.912069932276381					Cabeza de Huevo_RexZeon_Sel9n_Sergio Rosique_danjuan rosê_jZtRaJames_spellbinderx3_taopao xi_Þeel for Me_Ρhαntom	Cabeza de Huevo	Master	+19 LP
17	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	Aimbot Ashe_Cabeza de Huevo_ENEMYOFBATMAN_Esrever M_Fabibοu_RexZeon_Violent Eagle_danjuan rosê_not enough_sam lft	1652560123170	5	0	15	0	598	0	0.0	0	0	300	1	0	4	1000.3232927695209	0.19799270921963918	0	1	9	0	1	0.0	0.0	0	0	30	16.5	0	0	0	0	0	0	1513.2050886110499	0.0	660.0089788418697	0	0		12	0	0	0.0	1	1	20.0	1	1.3333333333333333	0	1	7	0.0	0	1	0	7	1	70	0.0	0	0	54.99999997019768	6	3.0	-114.00000011920929	0	0	5	1	6693.0	0	4	0	0	0	13	0	0	0	2	1	0	0	23	14	0	0	5	3	3	0	8	0	20	0	0	7.0	0	0	0	0.36315015261358247	0	2	0	0	6	7	10	0	0	1.0056993961334229	0.5153179990331935	3	3	0	15467	16	92	Riven	0	8	11813	23573	11813	26840	1	4	5	0	True	False	False	True	False	False	True	16645	14925	MIDDLE	1	2	0	3074	6333	6693	3026	3123	3158	3364	29	15	MIDDLE	0	15	2	175	0	0	3472	28	0	0	0	0	0	8	0	{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 240, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 721, 'var2': 400, 'var3': 0}, {'perk': 9104, 'var1': 13, 'var2': 10, 'var3': 0}, {'perk': 8299, 'var1': 304, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8401, 'var1': 629, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 651, 'var2': 0, 'var3': 0}], 'style': 8400}]}	185344	24017	9799	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			SOLO	0	366	64	146	22	4	4	6	14	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	43	Cabeza de Huevo	False	200	MIDDLE	21	1513	199001	25228	0	14629	3467	0	216	127	10	1	0	13657	1210	1357	4	2	0	12	5	3	7	True	0.3108111339464063			712.3200953720166	1139.2287886788306		1163.0406802250943	1.0								1480.099453686523		Aimbot Ashe_Cabeza de Huevo_ENEMYOFBATMAN_Esrever M_Fabibοu_RexZeon_Violent Eagle_danjuan rosê_not enough_sam lft	Cabeza de Huevo	Master	+18 LP
27	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	Cabeza de Huevo_Fabibοu_Ganzerino_Irode_Kenneth Wilder_Le Jinxsee_ROAM TOP WIN GAM_Wιnd_sam lft_Þeel for Me	1652557715527	4	0	0	0	675	0	0.0	0	0	450	1	0	3	644.6335800376603	0.20740620402180454	0	9	40	0	2	1.0	0.0	0	0	25	5.5	0	0	0	0	0	0	1950.5103241	0.0	478.23121485163534	0	0		4	0	0	0.0	0	1	1.5555555555555556	0	0.3181818181818182	0	2	2	0.0	0	0	0	4	1	93	0.0	0	0	50.5	0	2.0	-125.00000008940697	0	0	0	0	6693.0	0	3	0	0	0	8	0	0	0	0	0	0	1	39	14	0	0	5	1	3	0	2	0	14	0	0	4.0	0	0	0	0.18334525359746054	0	1	0	0	5	3	5	0	0	-0.13844221830368042	0.5698844161872306	3	2	0	16943	17	92	Riven	0	6	5768	8655	5768	38921	9	3	0	0	True	False	False	True	False	False	False	15546	15375	MIDDLE	0	0	1	6333	3074	6693	3158	3156	1038	3364	29	10	MIDDLE	0	3	1	599	0	0	7229	9	0	1	0	0	0	8	0	{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 621, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1061, 'var2': 280, 'var3': 0}, {'perk': 9104, 'var1': 15, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 578, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8401, 'var1': 534, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 918, 'var2': 0, 'var3': 0}], 'style': 8400}]}	172427	18704	13742	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			SOLO	0	413	70	167	25	4	4	6	14	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	43	Cabeza de Huevo	False	200	MIDDLE	17	1950	175266	20956	0	26451	4303	0	225	136	350	1	0	2839	2251	5479	2	8	0	18	3	3	6	False	0.14079558283123467			676.6069759	498.92200909999997													Cabeza de Huevo_Fabibοu_Ganzerino_Irode_Kenneth Wilder_Le Jinxsee_ROAM TOP WIN GAM_Wιnd_sam lft_Þeel for Me	Cabeza de Huevo	Master	-15 LP
32	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	BeHumanPLZ_Cabeza de Huevo_Destroyers3014_Dãrliñg_EVERSINCE1_JohniCarpetLord_KING REJE_Pigheadd_nouxofa_urgamergirl	1652555620172	0	0	0	0	307	0	0.0	0	0	450	0	0	1	302.02154683177184	0.16588221875193945	0	6	7	0	0	0.0	0.0	0	0	10	0.0	0	0	0	0	0	0	1175.7674355835684	0.0	367.8115972168057	0	0		4	0	0	0.0	0	0	0.6666666666666666	1	0.12121212121212122	0	1	1	0.0	0	0	0	1	0	70	0.0	0	0	22.0	0	1.0	-105.00000002980232	0	0	0	0	6693.0	0	2	0	0	0	4	0	1	0	0	0	0	0	11	5	0	0	0	0	5	1	2	0	4	0	0	4.0	0	0	0	0.138759403717068	0	0	0	0	2	0	0	0	0	-0.11783266067504883	0.6152820940675947	2	2	0	7108	10	92	Riven	0	4	1164	1164	1164	9100	6	1	0	0	True	False	False	False	False	False	False	7207	6425	MIDDLE	0	0	1	1053	2031	6693	3133	3158	0	3340	16	4	NONE	0	2	1	427	0	0	7474	0	0	1	0	0	0	3	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 112, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 201, 'var2': 80, 'var3': 0}, {'perk': 9105, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 198, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 571, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 66, 'var2': 0, 'var3': 0}], 'style': 8400}]}	56994	5510	4372	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			DUO	0	200	24	73	10	3	4	4	14	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	43	Cabeza de Huevo	False	100	MIDDLE	7	1175	57401	5918	0	12168	306	0	121	55	157	1	0	407	407	321	0	8	0	12	1	2	6	False	0.08971888377226872																	BeHumanPLZ_Cabeza de Huevo_Destroyers3014_Dãrliñg_EVERSINCE1_JohniCarpetLord_KING REJE_Pigheadd_nouxofa_urgamergirl	Cabeza de Huevo	Master	-15 LP
45	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	Blïzz_Cabeza de Huevo_Dripx int acc_Etonim_Ganzerino_Jan miluje Lenku_PPPPPPPPPPPPINKI_SEL0_mokoker_ΜURΜUR	1652552711190	2	0	0	0	276	0	0.0	0	0	0	0	0	1	370.9738541566863	0.2095954102570876	0	8	84	0	0		0.0	0	0	30	0.0	0	0	0	0	0	0	1298.4252421271838	0.0	308.89355238488866	0	0		1	0	0	0.0	0	0	0.5	0	0.10526315789473684	0	0	1	1.0	0	0	0	2	0	61		0	0		0		-140.6000000834465	0	0	0	0	6630.0	0	0	0	0	0	2	0	0	0	0	0	0	0	19	4	0	0	2	1	5	1	2	0	4	0	0	3.0	0	0	0	0.19405821427982964	0	1	0	0	1	0	0	0	0		0.543606003404129	0	0	1	8846	12	92	Riven	0	7	0	0	0	11251	8	1	0	0	True	False	False	False	False	False	True	6684	5475	TOP	0	0	2	3158	2031	6630	1036	0	1036	3340	20	2	TOP	0	0	1	238	0	0	4575	0	0	0	0	0	0	6	0	{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 196, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 309, 'var2': 80, 'var3': 0}, {'perk': 9104, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 192, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8401, 'var1': 121, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 779, 'var2': 0, 'var3': 0}], 'style': 8400}]}	57516	7428	9406	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			SOLO	0	178	32	59	7	3	4	4	14	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	43	Cabeza de Huevo	False	200	TOP	21	1298	60611	8028	0	15434	525	0	128	74	201	1	0	3095	600	1452	0	9	0	11	1	0	6	False																		Blïzz_Cabeza de Huevo_Dripx int acc_Etonim_Ganzerino_Jan miluje Lenku_PPPPPPPPPPPPINKI_SEL0_mokoker_ΜURΜUR	Cabeza de Huevo	Master	-16 LP
52	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	Asaz_Cabeza de Huevo_Cronan_Cyanid Vayne_Hardstyle Henry_Naprostá nula_Pehrson_SEL0_TSM FAker03_Tυrin	1652550841247	5	0	0	0	380	0	8.0	0	0	0	0	0	6	286.2501835764816	0.1631612333687929	0	5	17	0	0	0.0	0.0	0	0	22	0.0	0	0	0	0	0	0	1359.512194445099	0.0	349.0970735347757	0	0		5	0	0	0.0	0	0	1.6	0	0.3076923076923077	0	1	1	1.0	0	0	0	5	0	61	0.0	0	0	10.0	0	1.0	-120.20000004768372	0	0	0	0	6693.0	0	0	0	0	0	5	0	0	0	0	0	0	0	30	4	0	0	0	1	4	0	0	0	8	0	0	5.0	0	0	0	0.12595654718546997	0	0	0	0	0	0	0	0	0	0.1240917444229126	1.0581005458946358	2	1	0	9872	12	92	Riven	0	7	0	0	0	8837	5	6	0	0	True	False	False	False	False	False	True	7910	7125	MIDDLE	0	0	1	1037	0	6693	3133	3158	0	3364	21	3	MIDDLE	0	3	1	516	24	24	3374	8	0	0	0	0	0	3	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 113, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 45, 'var2': 160, 'var3': 0}, {'perk': 9104, 'var1': 15, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 257, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8401, 'var1': 169, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 493, 'var2': 0, 'var3': 0}], 'style': 8400}]}	72021	6422	7371	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			SOLO	0	249	38	86	7	4	4	4	3	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	42	Cabeza de Huevo	False	100	MIDDLE	13	1359	72084	6486	0	11524	151	0	155	82	89	1	0	38	38	778	0	7	0	23	6	2	10	False	0.34040976895095076																	Asaz_Cabeza de Huevo_Cronan_Cyanid Vayne_Hardstyle Henry_Naprostá nula_Pehrson_SEL0_TSM FAker03_Tυrin	Cabeza de Huevo	Master	-15 LP
65	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	24y old virgin_Cabeza de Huevo_ECP Terror_Nillee_Slyv3r_StaTup int acc_White ShacStab_jZtRaJames_kite and spray_obese16y	1652548371772	7	0	0	0	550	0	3.0	0	0	450	0	0	0	427.0318334143232	0.2333618348437773	0	5	49	0	2	0.0	0.0	0	0	36	1.2000000178813934	0	0	0	0	1	0	1749.6326261	0.0	430.2509801853255	0	1		9	0	0	4.0	0	0	2.6	0	0.52	0	2	2	0.0	0	2	0	5	0	67	0.0	0	1	47.95000001788139	7	2.0	-115.25000008940697	0	0	2	0	6630.0	0	1	0	0	0	11	0	0	0	0	0	0	2	42	10	0	0	1	0	9	0	4	0	13	1	0	3.0	0	0	0	0.13679905882697255	0	0	0	0	0	4	0	0	0	-0.3892686367034912	0.648187525310493	2	2	0	14175	15	92	Riven	0	4	3815	15952	3815	37972	5	0	2	1	True	True	False	False	False	False	False	12546	12150	TOP	1	1	1	1036	6035	6630	3111	6333	0	3340	27	6	MIDDLE	0	4	2	571	0	0	6340	21	0	0	1	0	0	6	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 230, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 461, 'var2': 260, 'var3': 0}, {'perk': 9104, 'var1': 18, 'var2': 0, 'var3': 0}, {'perk': 8299, 'var1': 407, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8401, 'var1': 312, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 824, 'var2': 0, 'var3': 0}], 'style': 8400}]}	139053	12452	10013	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			DUO	0	339	57	137	17	4	4	4	12	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	42	Cabeza de Huevo	False	200	TOP	21	1749	148040	12452	0	23667	4150	0	181	122	179	1	0	8987	0	7312	2	6	0	18	0	2	9	True				982.6963072	1239.4832403									2.0				24y old virgin_Cabeza de Huevo_ECP Terror_Nillee_Slyv3r_StaTup int acc_White ShacStab_jZtRaJames_kite and spray_obese16y	Cabeza de Huevo	Master	+19 LP
72	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	ANDXMHK1MJ_Cabeza de Huevo_Cpt Nic Sparrow_EDG Innaxe_ICantFindMyself_Orange Winrate_desired cursed_elegance22_emotional misery_reverse rekkles	1652545785827	10	0	0	0	728	0	4.000000029802322	1	0	300	0	0	4	521.6379170103569	0.16875637990240136	0	5	169	0	0	1.0	0.0	0	0	41	2.0	0	0	0	0	1	2	1976.7750515958503	0.0	451.8191799777442	0	0		15	0	0	4.0	0	0	4.0	3	0.5714285714285714	0	2	1	2.0	0	0	0	8	1	70	1.0	0	0	188.00000002980232	0	4.0	-125.00000008940697	0	0	2	0	6693.0	0	4	0	0	0	11	0	0	0	0	0	0	1	99	10	0	0	1	3	2	0	2	1	20	0	0	6.0	0	0	1	0.13708191744741116	0	0	0	0	2	6	0	0	0	-0.6263896822929382	0.886035833394122	7	3	0	17539	17	92	Riven	0	9	5737	7064	5737	34326	5	4	1	0	True	False	False	False	False	False	True	14885	13850	MIDDLE	0	1	0	6695	0	6693	3156	3158	6333	3364	30	10	MIDDLE	0	7	3	455	0	0	9066	10	0	0	0	0	0	3	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 836, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1079, 'var2': 400, 'var3': 0}, {'perk': 9104, 'var1': 14, 'var2': 40, 'var3': 0}, {'perk': 8299, 'var1': 395, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8401, 'var1': 598, 'var2': 0, 'var3': 0}, {'perk': 8444, 'var1': 1127, 'var2': 0, 'var3': 0}], 'style': 8400}]}	129935	15211	10954	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			DUO	0	455	67	186	20	5	4	5	14	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	42	Cabeza de Huevo	False	100	MIDDLE	28	1976	133735	17186	0	23476	3836	0	202	131	171	1	1	3800	1974	3456	2	5	0	29	4	7	6	True	0.14250565761084688										1691.3986963138		21.08612524952082					ANDXMHK1MJ_Cabeza de Huevo_Cpt Nic Sparrow_EDG Innaxe_ICantFindMyself_Orange Winrate_desired cursed_elegance22_emotional misery_reverse rekkles	Cabeza de Huevo	Master	+19 LP
80	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	Be Nikrooz_Cabeza de Huevo_DerSchwabe69_Im a simple man_JARRIV EN BOMB_Philand_Shααnks_Sips Freelo_fede venera Zyzz_keimaxxx	1652464365335	3	1	2	0	746	0	8.0	1	0	525	0	0	2	384.22022863193223	0.22148231966187631	0	4	133	0	0	0.0	0.0	0	0	37	0.0	0	0	0	0	0	1	2181.8684841176737	0.0	380.06666960799555	0	0		6	0	0	0.0	0	0	1.75	0	0.2	0	1	1	0.0	0	1	0	4	0	59	0.0	0	0	28.0	0	1.0	-133.6500000357628	0	0	0	0	6630.0	0	2	0	0	0	6	0	0	0	0	0	0	1	82	10	0	0	0	1	8	0	2	0	7	1	0	2.0	0	0	1	0.1309354023465591	0	0	0	0	2	3	0	0	1	0.005233883857727051	0.9482281650933551	7	2	0	16569	17	92	Riven	0	4	4067	7497	4067	39291	4	2	0	0	True	False	False	False	False	False	False	13820	13800	TOP	0	0	1	6333	3123	6630	3156	3111	3133	3364	27	4	TOP	0	2	1	538	252	252	12908	16	0	1	0	0	0	1	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5007}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 335, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 844, 'var2': 140, 'var3': 0}, {'perk': 9104, 'var1': 23, 'var2': 20, 'var3': 0}, {'perk': 8299, 'var1': 341, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 1785, 'var2': 0, 'var3': 0}, {'perk': 8242, 'var1': 62, 'var2': 0, 'var3': 0}], 'style': 8400}]}	142275	12605	15385	8	usG6AWWTbBZ0Cnl0_IFed3c8afHbqWrf7KfIHEad1rxElFb40nvbUDoRGlXUZjrdj2IindgxCUiSCQ	0			SOLO	0	463	63	200	20	6	4	5	14	dbIFgGucVhaKlAVduWzbun1rLfYWpiXZ6yJh-stDfrfJ9dLF-tQDj38sCw	42	Cabeza de Huevo	False	100	TOP	24	2181	145978	13971	0	31076	4782	0	214	134	123	1	0	3450	1114	2781	3	8	0	34	2	7	10	False	0.036797800026745986										1778.8084750092567		22.204601042982176					Be Nikrooz_Cabeza de Huevo_DerSchwabe69_Im a simple man_JARRIV EN BOMB_Philand_Shααnks_Sips Freelo_fede venera Zyzz_keimaxxx	Cabeza de Huevo	Master	-14 LP
