	puuid_current_summoner	id_match	ts_fecha	assists	baronKills	bountyLevel	12AssistStreakCount	abilityUses	acesBefore15Minutes	alliedJungleMonsterKills	baronTakedowns	blastConeOppositeOpponentCount	bountyGold	buffsStolen	completeSupportQuestInTime	controlWardTimeCoverageInRiverOrEnemyHalf	controlWardsPlaced	damagePerMinute	damageTakenOnTeamPercentage	dancedWithRiftHerald	deathsByEnemyChamps	dodgeSkillShotsSmallWindow	doubleAces	dragonTakedowns	earlyLaningPhaseGoldExpAdvantage	effectiveHealAndShielding	elderDragonKillsWithOpposingSoul	elderDragonMultikills	enemyChampionImmobilizations	enemyJungleMonsterKills	epicMonsterKillsNearEnemyJungler	epicMonsterKillsWithin30SecondsOfSpawn	epicMonsterSteals	epicMonsterStolenWithoutSmite	flawlessAces	fullTeamTakedown	gameLength	getTakedownsInAllLanesEarlyJungleAsLaner	goldPerMinute	hadAfkTeammate	hadOpenNexus	immobilizeAndKillWithAlly	initialBuffCount	initialCrabCount	jungleCsBefore10Minutes	junglerTakedownsNearDamagedEpicMonster	kTurretsDestroyedBeforePlatesFall	kda	killAfterHiddenWithAlly	killParticipation	killedChampTookFullTeamDamageSurvived	killsNearEnemyTurret	killsOnOtherLanesEarlyJungleAsLaner	killsOnRecentlyHealedByAramPack	killsUnderOwnTurret	killsWithHelpFromEpicMonster	knockEnemyIntoTeamAndKill	landSkillShotsEarlyGame	laneMinionsFirst10Minutes	laningPhaseGoldExpAdvantage	legendaryCount	lostAnInhibitor	maxCsAdvantageOnLaneOpponent	maxKillDeficit	maxLevelLeadLaneOpponent	moreEnemyJungleThanOpponent	multiKillOneSpell	multiTurretRiftHeraldCount	multikills	multikillsAfterAggressiveFlash	mythicItemUsed	outerTurretExecutesBefore10Minutes	outnumberedKills	outnumberedNexusKill	perfectDragonSoulsTaken	perfectGame	pickKillWithAlly	poroExplosions	quickCleanse	quickFirstTurret	quickSoloKills	riftHeraldTakedowns	saveAllyFromDeath	scuttleCrabKills	skillshotsDodged	skillshotsHit	snowballsHit	soloBaronKills	soloKills	soloTurretsLategame	stealthWardsPlaced	survivedSingleDigitHpCount	survivedThreeImmobilizesInFight	takedownOnFirstTurret	takedowns	takedownsAfterGainingLevelAdvantage	takedownsBeforeJungleMinionSpawn	takedownsFirstXMinutes	takedownsInAlcove	takedownsInEnemyFountain	teamBaronKills	teamDamagePercentage	teamElderDragonKills	teamRiftHeraldKills	threeWardsOneSweeperCount	tookLargeDamageSurvived	turretPlatesTaken	turretTakedowns	turretsTakenWithRiftHerald	twentyMinionsIn3SecondsCount	unseenRecalls	visionScoreAdvantageLaneOpponent	visionScorePerMinute	wardTakedowns	wardTakedownsBefore20M	wardsGuarded	champExperience	champLevel	championId	championName	championTransform	consumablesPurchased	damageDealtToBuildings	damageDealtToObjectives	damageDealtToTurrets	damageSelfMitigated	deaths	detectorWardsPlaced	doubleKills	dragonKills	eligibleForProgression	firstBloodAssist	firstBloodKill	firstTowerAssist	firstTowerKill	gameEndedInEarlySurrender	gameEndedInSurrender	goldEarned	goldSpent	individualPosition	inhibitorKills	inhibitorTakedowns	inhibitorsLost	item0	item1	item2	item3	item4	item5	item6	itemsPurchased	killingSprees	kills	lane	largestCriticalStrike	largestKillingSpree	largestMultiKill	longestTimeSpentLiving	magicDamageDealt	magicDamageDealtToChampions	magicDamageTaken	neutralMinionsKilled	nexusKills	nexusLost	nexusTakedowns	objectivesStolen	objectivesStolenAssists	participantId	pentaKills	perks	physicalDamageDealt	physicalDamageDealtToChampions	physicalDamageTaken	profileIcon	puuid	quadraKills	riotIdName	riotIdTagline	role	sightWardsBoughtInGame	spell1Casts	spell2Casts	spell3Casts	spell4Casts	summoner1Casts	summoner1Id	summoner2Casts	summoner2Id	summonerId	summonerLevel	summonerName	teamEarlySurrendered	teamId	teamPosition	timeCCingOthers	timePlayed	totalDamageDealt	totalDamageDealtToChampions	totalDamageShieldedOnTeammates	totalDamageTaken	totalHeal	totalHealsOnTeammates	totalMinionsKilled	totalTimeCCDealt	totalTimeSpentDead	totalUnitsHealed	tripleKills	trueDamageDealt	trueDamageDealtToChampions	trueDamageTaken	turretKills	turretsLost	unrealKills	visionScore	visionWardsBoughtInGame	wardsKilled	wardsPlaced	win	junglerKillsEarlyJungle	killsOnLanersEarlyJungleAsJungler	earliestBaron	earliestDragonTakedown	firstTurretKilledTime	teleportTakedowns	highestChampionDamage	fasterSupportQuestCompletion	highestCrowdControlScore	highestWardKills	shortestTimeToAceFromFirstTakedown	baronBuffGoldAdvantageOverThreshold	fastestLegendary	thirdInhibitorDestroyedTime	mejaisFullStackInTime	takedownsFirst25Minutes	earliestElderDragon	pk_partida	jugador	rango	lps
2	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	CaiQi fangirl_Melanochrysum_Out of my way_RealNLpower_SSF Starshadow_eboy 666_heavenly love_tempqmbdeccozfwy_w6rst_υwυ kıtten	1652389427667	3	0	0	0	141	0	0.0	0	0	600	0	0		2	505.06479858080144	0.2030504333622507	0	6	51	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	2	1696.8896677999999	0.0	379.68684229353056	0	0	0	0	0	0.0	0	0	1.3333333333333333	3	0.21621621621621623	0	1	0.0	0	0	0	0	0	65	0.0	0	0	0.0	0	1.0	-126.20000010728836	0	0	1	1		0	1	0	0	0	5	0	0	0	0	0	0	0	20	0	0	0	1	2	2	0	2	0	8	0	0	2.0	0	0	0	0.22506564730727896	0	2	0	0	0	1	5	0	0	-0.12444984912872314	0.6291724684554816	4	1	0	13781	15	55	Katarina	0	3	335	335	335	10128	6	2	1	0	True	False	False	False	False	False	True	10738	10750	MIDDLE	0	0	1	3020	3152	1058	3115	3145	1082	3364	19	1	5	MIDDLE	0	2	2	481	105455	13174	7267	0	0	0	0	0	0	3	0	{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8112, 'var1': 1399, 'var2': 0, 'var3': 0}, {'perk': 8143, 'var1': 681, 'var2': 0, 'var3': 0}, {'perk': 8138, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}, {'description': 'subStyle', 'selections': [{'perk': 8444, 'var1': 936, 'var2': 0, 'var3': 0}, {'perk': 8451, 'var1': 198, 'var2': 0, 'var3': 0}], 'style': 8400}]}	10354	443	14866	5271	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SOLO	0	79	55	0	7	5	14	3	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	40	CaiQi fangirl	False	100	MIDDLE	0	1696	116475	14283	0	23721	44	0	197	2	175	1	0	666	666	1587	1	6	0	17	2	4	4	False																		CaiQi fangirl_Melanochrysum_Out of my way_RealNLpower_SSF Starshadow_eboy 666_heavenly love_tempqmbdeccozfwy_w6rst_υwυ kıtten	CaiQi fangirl	Diamante IV	-12 LP
17	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	20020504_CaiQi fangirl_KUNGFUTURTLE123_Mighty Grandpa_ODzebbe_T1 BOTLANE_Unstopable Boyy_mint flavour_nmsI_w6rst	1652386825584	5	0	0	0	164	0	8.000000059604645	0	0	675	0	0	0.1226278341864858	3	544.2130611476348	0.18949416314025475	0	8	157	0	0	0.0	0.0	0	0	0	1.0	0	0	0	0	0	1	2114.5686157334176	0.0	406.6181749092966	0	0	0	0	0	0.0	0	0	1.875	4	0.36585365853658536	0	3	0.0	0	0	0	0	0	49	0.0	0	0	0.0	0	1.0	-95.00000005960464	0	0	1	0	4633.0	0	3	0	0	0	8	0	0	0	0	0	0	0	194	2	0	0	1	1	3	0	10	0	15	0	0	3.0	0	0	0	0.17582469644180534	0	2	0	0	0	3	0	0	0	-0.10472726821899414	0.6260533923442587	5	3	0	15700	16	55	Katarina	0	6	2031	2238	2031	17553	8	3	1	0	True	False	False	False	False	False	False	14330	14125	MIDDLE	1	1	1	3020	4645	0	3115	4633	3157	3364	28	3	10	MIDDLE	0	2	2	580	140537	15853	10248	9	0	1	0	0	0	8	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 777, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1921, 'var2': 300, 'var3': 0}, {'perk': 9105, 'var1': 18, 'var2': 40, 'var3': 0}, {'perk': 8014, 'var1': 544, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8242, 'var1': 68, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 1702, 'var2': 0, 'var3': 0}], 'style': 8400}]}	12270	999	16148	5271	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SOLO	0	87	65	0	12	8	14	4	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	40	CaiQi fangirl	False	200	MIDDLE	0	2114	160350	19179	0	27902	3197	0	183	2	264	1	0	7542	2327	1505	1	8	0	22	3	5	6	False					715.9618063356548													20020504_CaiQi fangirl_KUNGFUTURTLE123_Mighty Grandpa_ODzebbe_T1 BOTLANE_Unstopable Boyy_mint flavour_nmsI_w6rst	CaiQi fangirl	Diamante IV	-13 LP
27	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	CaiQi fangirl_ChickyNuggets_Swordholding_Very Meh Mental_Which Witch_akai aika_avliden_its yust over_loompa hunter_suruxdtx	1652384686698	4	0	0	0	101	0	4.000000029802322	0	0	150	0	0	0.08288454881562736	2	496.656050814625	0.20863534591840796	0	8	4	0	0	0.0	0.0	0	0	0	1.0	0	0	0	0	0	0	1351.007353	0.0	357.5196382785712	0	0	0	0	0	1.0	0	0	1.125	0	0.2727272727272727	0	0	1.0	0	1	0	0	0	43	0.0	0	0	8.0	0	1.0	-135.0000001192093	0	0	0	0	6632.0	0	1	0	0	0	6	0	0	0	0	0	0	0	9	1	0	0	1	0	1	0	6	0	9	0	0	5.0	0	0	0	0.212660029704266	0	0	0	0	0	0	0	0	0	-0.2078368067741394	0.33659999570251575	1	1	0	9676	12	55	Katarina	0	5	0	205	0	7874	8	2	0	0	True	False	False	False	False	False	True	8050	7485	MIDDLE	0	0	0	3020	6632	1082	1026	1052	1043	3364	20	1	5	MIDDLE	0	2	1	442	54138	6405	3838	5	0	0	0	0	0	8	0	{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 484, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 575, 'var2': 180, 'var3': 0}, {'perk': 9105, 'var1': 15, 'var2': 30, 'var3': 0}, {'perk': 8014, 'var1': 194, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 348, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 13, 'var2': 5, 'var3': 0}], 'style': 8100}]}	21524	3432	12856	22	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SOLO	0	54	44	0	3	5	14	4	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	39	CaiQi fangirl	False	200	MIDDLE	1	1350	77508	11183	0	17726	1690	0	134	31	172	1	0	1845	1345	1031	0	5	0	7	2	1	3	False					601.8837353													CaiQi fangirl_ChickyNuggets_Swordholding_Very Meh Mental_Which Witch_akai aika_avliden_its yust over_loompa hunter_suruxdtx	CaiQi fangirl	Diamante IV	-13 LP
37	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	Aiden Zhu_CaiQi fangirl_DBT Robo_DarcDAce God_Herblore_RayvnnHK_UFO Veny_davud plz_joel159_xShockado	1652382312985	6	0	0	0	148	0	4.000000029802322	0	0	1175	0	0		1	834.1093374837235	0.21023265156659698	0	3	69	0	0		0.0	0	0	0	0.0	0	0	0	0	0	0	1781.4541479	0.0	510.759225376412	0	0	0	0	0	0.0	0	0	5.666666666666667	6	0.5862068965517241	0	0	1.0	0	0	0	0	0	75		0	0		0		-135.50000008940697	0	0	3	2	4633.0	0	0	0	0	0	10	0	0	0	0	0	0	0	58	2	0	0	2	2	2	0	6	0	17	0	0	5.0	0	0	0	0.3738005974319889	0	1	0	0	2	1	5	0	0		0.7146855142905546	9	4	0	14517	15	55	Katarina	0	4	4109	5286	4109	13190	3	1	2	0	True	False	True	False	False	False	False	15164	13625	MIDDLE	0	0	2	3111	3115	4633	1082	3135	3157	3364	25	3	11	BOTTOM	0	5	3	1124	153254	21288	8008	4	0	1	0	0	0	8	0	{'statPerks': {'defense': 5001, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 1575, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 1634, 'var2': 340, 'var3': 0}, {'perk': 9105, 'var1': 16, 'var2': 10, 'var3': 0}, {'perk': 8014, 'var1': 760, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 833, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 11, 'var2': 4, 'var3': 0}], 'style': 8100}]}	18815	1276	11240	4793	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			DUO	0	79	59	0	10	6	14	4	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	39	CaiQi fangirl	False	200	MIDDLE	0	1781	175145	24765	0	22134	3149	0	242	36	84	1	1	3075	2200	2884	1	9	0	21	1	9	3	False					741.1324996													Aiden Zhu_CaiQi fangirl_DBT Robo_DarcDAce God_Herblore_RayvnnHK_UFO Veny_davud plz_joel159_xShockado	CaiQi fangirl	Diamante IV	-13 LP
47	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	CaiQi fangirl_Crixous_JlMMY_JΑK 3_Mid mN_Reliever_never falter_shuzik_swampS_ˆoˆ	1652380749616	0	0	0	0	75	0	0.0	0	0	300	0	0	0.20859605272703238	4	262.3490553588596	0.19051909948058737	0	9	7	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0	1211.6070865	0.0	307.1353392217264	0	0	0	0	0	0.0	0	0	0.2222222222222222	0	0.06060606060606061	0	1	1.0	0	0	0	0	0	33	0.0	0	0	0.0	0	0.0	-121.00000002980232	0	0	0	0		0	1	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	1	1	1	0	0	0	2	0	0	2.0	0	0	0	0.13470133778805393	0	0	0	0	2	0	0	0	0	-0.23648536205291748	0.6172793288257757	2	2	0	7387	11	55	Katarina	0	7	777	777	777	4873	9	4	0	0	True	False	False	False	False	False	True	6202	6250	MIDDLE	0	0	0	3020	3152	3916	1082	0	0	3364	19	0	2	MIDDLE	0	0	1	194	47517	4173	6123	0	0	0	0	0	0	8	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 110, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 81, 'var2': 40, 'var3': 0}, {'perk': 9105, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 166, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 144, 'var2': 0, 'var3': 0}, {'perk': 8105, 'var1': 6, 'var2': 2, 'var3': 0}], 'style': 8100}]}	5848	632	5368	4793	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SOLO	0	40	31	0	4	4	14	4	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	39	CaiQi fangirl	False	200	MIDDLE	0	1211	53858	5297	0	12488	165	0	98	0	165	1	0	492	492	997	0	5	0	12	4	2	5	False																		CaiQi fangirl_Crixous_JlMMY_JΑK 3_Mid mN_Reliever_never falter_shuzik_swampS_ˆoˆ	CaiQi fangirl	Diamante IV	-13 LP
57	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	Badexotic09_CaiQi fangirl_Guðbrandr_Hells Reckoning_LeMolly_Severid_Shahm007_Vinatoon_i did oopsie_udyr apparition	1652375423451	6	0	0	0	190	0	8.000000029802322	1	0	900	0	0	0.072971045608628	3	1176.5140482135123	0.20505097007942705	0	6	46	0	2	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0	2054.262285409948	0.0	565.0521838760029	0	0	0	0	0	0.0	0	0	4.333333333333333	0	0.6046511627906976	0	3	2.0	0	1	1	0	0	59	0.0	0	0	54.75000002980232	0	3.0	-106.20000004768372	0	0	4	0	4633.0	0	5	0	0	0	15	0	0	0	3	0	0	0	35	5	0	0	7	5	2	0	2	0	26	0	0	7.0	0	0	1	0.3435751485176497	0	0	0	0	0	2	0	0	0	0.20158731937408447	0.8562376771801132	5	4	0	19080	18	55	Katarina	0	7	979	10503	979	19119	6	3	4	1	True	False	False	False	False	False	False	19346	17725	MIDDLE	0	0	2	3020	3089	3115	4633	4645	3157	3364	27	4	20	MIDDLE	0	7	2	564	183350	35036	11966	12	0	1	0	0	0	8	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 1633, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 2406, 'var2': 520, 'var3': 0}, {'perk': 9105, 'var1': 12, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 1207, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8242, 'var1': 61, 'var2': 0, 'var3': 0}, {'perk': 8473, 'var1': 1085, 'var2': 0, 'var3': 0}], 'style': 8400}]}	13307	963	17908	4793	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SOLO	0	92	80	0	18	7	14	5	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	39	CaiQi fangirl	False	200	MIDDLE	7	2054	202688	40281	0	30546	5098	0	226	98	141	1	0	6030	4281	671	0	9	0	29	3	5	5	False			1797.974358486987	782.7120616725318			1.0											Badexotic09_CaiQi fangirl_Guðbrandr_Hells Reckoning_LeMolly_Severid_Shahm007_Vinatoon_i did oopsie_udyr apparition	CaiQi fangirl	Diamante III	Diamante IV
69	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	2K LP TURBOSMURF_CaiQi fangirl_ElmoFN_FPZ Kryddan_Final Battle_HGS Boph Teífong_Jaehyung V2_Lokalika_Taenaran_Why Velets Why	1651972173015	5	0	0	0	162	0	2.0	0	0	375	0	0	0.17493705123698688	6	190.83198544974118	0.12355137780718338	0	7	32	0	0		5281.37255859375	0	0	7	0.0	0	0	0	0	0	0	1641.4931374999999	0.0	249.36624416172742	0	0	3	0	0	0.0	0	0	1.0	0	0.28	0	0	0.0	0	0	0	0	13	2		0	0		0		-127.50000002980232	0	0	0	0	2065.0	0	1	0	0	0	6	0	0	0	0	0	8	0	43	36	0	0	0	1	11	0	0	0	7	0	0	5.0	0	0	0	0.07617622338287519	0	0	0	0	0	0	0	0	0		0.9467615067469732	3	1	0	8448	11	117	Lulu	0	8	0	0	0	6012	7	6	0	0	True	False	False	False	False	False	False	6822	6150	UTILITY	0	0	1	3158	3853	0	3916	4642	2065	3364	20	0	2	BOTTOM	0	0	1	556	11890	4118	3411	2	0	1	0	0	0	10	0	{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 514, 'var2': 1322, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 277, 'var3': 0}, {'perk': 8210, 'var1': 0, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 356, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8463, 'var1': 282, 'var2': 0, 'var3': 0}, {'perk': 8453, 'var1': 103, 'var2': 916, 'var3': 0}], 'style': 8400}]}	2494	400	8059	4793	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SUPPORT	0	45	35	75	7	5	14	3	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	39	CaiQi fangirl	False	200	UTILITY	24	1641	15086	5220	5066	11925	300	214	17	218	192	4	0	702	702	454	0	11	0	25	6	3	17	False								1.0										2K LP TURBOSMURF_CaiQi fangirl_ElmoFN_FPZ Kryddan_Final Battle_HGS Boph Teífong_Jaehyung V2_Lokalika_Taenaran_Why Velets Why	CaiQi fangirl	Diamante III	-14 LP
74	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	Bono le Bigorné_Boxacuva_CaiQi fangirl_Definitely Jinx_Django Gap_Letzter Funke_MVPain_Pls Dont Ban Yi_Safe ist Sicher_nouel	1651969772795	25	0	0	1	336	0	4.0	1	0	450	0	0	0.07717214357244011	6	331.225960417335	0.07983521858449602	0	4	43	0	1	0.0	27400.978515625	0	0	12	0.0	0	0	0	0	0	1	2080.1482489306736	0.0	293.879303960909	0	0	5	0	0	0.0	0	1	7.0	4	0.7567567567567568	0	0	0.0	0	0	0	0	7	1	0.0	0	0	0.0	0	2.0	-135.00000008940697	0	0	0	0	6617.0	0	1	0	0	0	23	0	0	0	0	0	13	0	67	13	0	0	0	0	22	0	0	1	28	0	0	8.0	1	0	1	0.12647994887846814	0	1	0	0	4	2	5	0	0	-0.5325287580490112	1.3314786605109399	1	0	0	14552	15	350	Yuumi	0	8	451	493	451	4590	4	6	0	0	True	False	False	False	False	False	False	10188	9355	UTILITY	0	0	2	6617	3107	3853	3011	1052	1052	3364	23	1	3	BOTTOM	0	2	1	670	10566	7859	5735	4	0	1	0	0	0	5	0	{'statPerks': {'defense': 5002, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8214, 'var1': 1046, 'var2': 3265, 'var3': 0}, {'perk': 8226, 'var1': 250, 'var2': 320, 'var3': 0}, {'perk': 8234, 'var1': 2594, 'var2': 0, 'var3': 0}, {'perk': 8237, 'var1': 417, 'var2': 0, 'var3': 0}], 'style': 8200}, {'description': 'subStyle', 'selections': [{'perk': 8009, 'var1': 4510, 'var2': 0, 'var3': 0}, {'perk': 8017, 'var1': 410, 'var2': 0, 'var3': 0}], 'style': 8000}]}	1898	837	3980	4793	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SUPPORT	0	42	207	75	12	10	14	7	3	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	39	CaiQi fangirl	False	100	UTILITY	18	2080	15251	11483	5656	10969	23548	21744	6	33	67	8	0	2785	2785	1253	0	9	0	46	6	1	28	False			1309.3193047404552	428.1013955306637														Bono le Bigorné_Boxacuva_CaiQi fangirl_Definitely Jinx_Django Gap_Letzter Funke_MVPain_Pls Dont Ban Yi_Safe ist Sicher_nouel	CaiQi fangirl	Diamante III	-13 LP
87	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	Boxacuva_CaiQi fangirl_D21D72H7D21H7HD_DeaJey_FvckSmurfq_Reverse cowgirl1_cartohca_curry for 3_ligde oynıcam_you ma bom	1651967876156	5	0	2	0	123	0	0.0	0	0	1750	0	0	0.08429720854907866	3	773.09597750269	0.22576416581813172	0	9	48	0	0	0.0	0.0	0	0	0	0.0	0	0	0	0	0	0	1599.2837625981545	0.0	456.50874993185687	0	0	0	0	0	0.0	0	0	1.4444444444444444	0	0.4482758620689655	0	0	0.0	0	2	0	0	18	54	0.0	1	0	2.0	0	0.0	-124.00000005960464	0	0	0	0	4633.0	0	1	0	0	0	11	0	0	0	0	0	0	0	62	72	0	0	1	4	1	0	0	0	13	0	0	6.0	0	0	0	0.28771417867991167	0	0	0	0	0	0	0	0	0	-0.3383614420890808	0.5385372861074628	2	2	0	12048	14	55	Katarina	0	3	0	0	0	11694	9	3	0	0	True	False	False	False	False	False	False	12168	9725	MIDDLE	0	0	3	3020	1082	4633	3115	3145	2421	3364	19	3	8	MIDDLE	0	2	1	497	89230	18071	13910	0	0	1	0	0	0	8	0	{'statPerks': {'defense': 5003, 'flex': 5008, 'offense': 5008}, 'styles': [{'description': 'primaryStyle', 'selections': [{'perk': 8010, 'var1': 458, 'var2': 0, 'var3': 0}, {'perk': 9111, 'var1': 682, 'var2': 260, 'var3': 0}, {'perk': 9105, 'var1': 16, 'var2': 0, 'var3': 0}, {'perk': 8014, 'var1': 498, 'var2': 0, 'var3': 0}], 'style': 8000}, {'description': 'subStyle', 'selections': [{'perk': 8143, 'var1': 1013, 'var2': 0, 'var3': 0}, {'perk': 8135, 'var1': 400, 'var2': 5, 'var3': 0}], 'style': 8100}]}	8707	1271	17123	4793	YDr3DNTzPJ3NEqYwfh8uvhChFt5gJFRAtUd0q5cnvXeqjmL8IhSIafJnde8SRom5bPlU0ZQWH5vpsg	0			SOLO	0	62	47	0	14	5	14	3	4	03xoVrWYhwHimnHj5MZZi-ItoaI-jzZY77KzbFoGXsqZnfoO44wy_gbMNg	39	CaiQi fangirl	False	200	MIDDLE	2	1599	115477	20606	0	31543	2315	0	127	40	301	1	0	17538	1264	510	0	11	0	14	3	2	4	False																		Boxacuva_CaiQi fangirl_D21D72H7D21H7HD_DeaJey_FvckSmurfq_Reverse cowgirl1_cartohca_curry for 3_ligde oynıcam_you ma bom	CaiQi fangirl	Diamante III	-14 LP
